,word,reading,meaning
283,点,ちょぼ,1. dot; point; mark$2. gidayū musicians (in kabuki)$
284,点,てん,"1. dot; spot; point; speck; mark$2. mark (in an exam, etc.); grade; score; points$3. point (in a game); score; goal; run$4. point (in geometry)$5. point; aspect; matter; detail; part; respect; way; viewpoint$6. (punctuation) mark (e.g. comma, period, decimal point); dot$7. ""dot"" stroke (in a Chinese character)$8. counter for points, marks, goals, etc.$9. counter for goods, items, articles of clothing, works of art, etc.$"
285,点,ぽち,1. dot; point; mark$2. tip; gratuity$3. a little; paltry; piddling; mere$
286,力,ちから,1. force; strength; might; vigour (vigor); energy$2. capability; ability; proficiency; capacity; faculty$3. efficacy; effect$4. effort; endeavours (endeavors); exertions$5. power; authority; influence; good offices; agency$6. support; help; aid; assistance$7. stress; emphasis$8. means; resources$9. Force$
287,力,りき,1. strength; power; proficiency; ability$2. the strength of ... people; the strength of ... men$
288,力,りょく,1. strength; power; proficiency; ability$
289,力,ちから,1. Chikara$
290,良い,よい,"1. good; excellent; fine; nice; pleasant; agreeable$2. sufficient; enough; ready; prepared$3. profitable (deal, business offer, etc.); beneficial$4. OK; all right; fine; no problem$"
291,王,おう,1. king; ruler; sovereign; monarch$2. tycoon; magnate; champion; master$3. king (of the senior player)$
292,王,おう,1. Ou$
293,試,試合しあい,1. match; game; bout; contest$
294,得る,うる,1. to be able to ...; can ...$2. to get; to acquire; to obtain; to procure; to earn; to win; to gain; to secure; to attain$
295,得る,える,"1. to get; to earn; to acquire; to procure; to gain; to secure; to attain; to obtain; to win$2. to understand; to comprehend$3. to receive something undesirable (e.g. a punishment); to get (ill)$4. to be able to ..., can ...$"
296,優勝,ゆうしょう,1. overall victory; championship$2. Yūshō$
297,都市,とし,1. town; city; municipal; urban$2. City$
298,含む,ふくむ,"1. to contain; to comprise; to have; to hold; to include; to embrace$2. to hold in the mouth$3. to bear in mind; to understand; to harbor (grudge, etc.); to harbour$4. to express (emotion, etc.); to imply$"
299,アルバム,アルバム,1. album$2. Album$
300,込む,こむ,1. to be crowded; to be packed$2. to be complex$3. to go into; to put into; to remain (seated); to be plunged into (silence); to do thoroughly$4. to do intently$5. to continue in the same state$
301,問題,もんだい,"1. question (e.g. on a test); problem$2. problem (e.g. societal, political); question; issue; subject (e.g. of research); case; matter$3. question (i.e. doubt)$4. public discussion; controversy$5. trouble; problem; inconvenience; difficulty$6. Problem$"
302,シーズン,シズン,"1. season (period in which regulated games are played)$2. season (division of the year)$3. season (of a TV show, etc.)$4. season (for doing something, e.g. ski season, entrance examination season)$"
303,開催,かいさい,"1. holding (a conference, exhibition, etc.); opening; hosting (e.g. the Olympics)$"
304,大阪,おおさか,1. Osaka (city)$2. large hill$
305,大阪,おおさか,1. Osaka (Oosaka)$
306,位置,いち,1. place; situation; position; location$2. Position (vector)$
307,監督,かんとく,1. supervision; control; superintendence; direction$2. director; superintendent; supervisor; coach; foreman; manager; overseer; controller; boss$3. Overseer$
308,上,うえ,"1. above; up; over; elder (e.g. daughter)$2. top; summit; head (e.g. of a staircase)$3. surface$4. before; previous$5. superiority; one's superior; one's elder$6. on top of that; besides; what's more; not only ... but$7. upon (further inspection, etc.); based on (and occurring after)$8. matters concerning ...; as concerns ...$9. since (i.e. ""for that reason"")$10. honorable; venerable$11. place of one's superior (e.g. the throne)$12. emperor; sovereign; shogun; daimyo$13. noblewoman (esp. the wife of a nobleman)$"
309,上,うわ,1. upper; upward; outer; surface; top$2. Uwa$
310,上,かみ,1. upper reaches (of a river); upper stream$2. top; upper part; upper half (of the body)$3. long ago$4. beginning; first$5. person of high rank (e.g. the emperor)$6. government; imperial court$7. imperial capital (i.e. Kyoto); capital region (i.e. Kansai); region (or direction of) the imperial palace$8. head (of a table)$9. wife; mistress (of a restaurant)$
311,上,じょう,"1. from the standpoint of; as a matter of (e.g. fact); in the field of; being of the type of$2. aboard (a ship or vehicle); on top of; on; above$3. first volume (e.g. book)$4. superior quality; best; top; high class$5. going up$6. governmental; imperial$7. presenting; showing$8. ana- (medical, biol.)$"
312,上,うえ,1. Ue$
313,主,おも,1. chief; main; principal; important$2. main secondary or supporting role (in kyogen)$
314,主,しゅ,1. (one's) master$2. Lord (Christian ref. to Jesus or God)$3. the main thing; the majority; the primary concern$
315,主,ぬし,"1. head (of a household, etc.); leader; master$2. owner; proprietor; proprietress$3. subject (of a rumour, etc.); doer (of a deed)$4. guardian spirit (e.g. long-resident beast, usu. with mystical powers); long-time resident (or employee, etc.)$5. husband$6. you$"
316,主,にし,1. you$
317,主,す,1. honorific (or familiar) suffix used after a name$
318,主,あるじ,1. head (of a household); proprietor (of a store); proprietress; landlord; landlady; master (of a servant)$2. entertaining someone as one's guest$
319,設置,せっち,1. establishment; institution$2. installation (of a machine or equipment)$
320,郡,ぐん,"1. district; county$2. district (of 2-20 50-home neighbourhoods or townships, in the ritsuryo period)$3. Commandery (China)$"
321,郡,ぐん,1. Gun$
322,戦争,せんそう,1. war$2. fighting; fierce competition$3. War$
323,戦争,せんそう,1. Sensou$
324,物,もの,"1. thing; object; article; stuff; substance$2. one's things; possessions; property; belongings$3. things; something; anything; everything; nothing$4. quality$5. reason; the way of things$6. used to emphasize emotion, judgment, etc.; used to indicate a common occurrence in the past (after a verb in past tense); used to indicate a general tendency; used to indicate something that should happen$7. item classified as ...; item related to ...; work in the genre of ...$8. cause of ...; cause for ...$9. somehow; somewhat; for some reason$10. really; truly$"
325,物,ぶつ,1. stock; products$2. stolen goods; loot; spoils$
326,物,もの,1. Mono$
327,艦,かん,1. warship$
328,艦,かん,1. Kan$
329,地方,ちほう,1. district; region; area; locality$2. the country; countryside; the provinces; rural area$3. civilian society$4. Jikata$
330,地方,じかた,1. person in charge of music (in a Japanese dance performance)$2. person singing ballads (in noh)$3. coast (esp. as seen from the water); shore$4. the country; countryside; the provinces; rural area$
331,隊,たい,1. party; group; crew; team; body$2. company (of troops); corps; unit; squad$
332,期,き,1. period; time$2. age$3. term (e.g. in office); period$4. session (e.g. of parliament)$5. stage (e.g. disease)$
333,期,き,1. Ki$
334,城,しろ,1. castle$2. Castle$
335,城,じょう,1. castle (in place names)$
336,城,しろ,1. Shiro$
337,長,ちょう,1. head; chief; leader; elder$2. merit; strong point$3. superiority$4. major$
338,長,おさ,1. head; chief; leader; elder$2. the greatest of all; the most excellent$
339,長,なが,1. long$
340,長,なが,1. Naga$
341,計画,けいかく,1. plan; project; schedule; scheme; program; programme$2. Plan$
342,番,ばん,1. number (in a series)$2. (one's) turn$3. watch; guard; lookout$4. bout; match$
343,番,ばん,1. Ban$
344,必要,ひつよう,1. necessary; needed; essential; indispensable$2. necessity; need; requirement$
345,出す,だす,"1. to take out; to get out$2. to put out; to reveal; to show$3. to submit (e.g. thesis); to turn in$4. to publish; to make public$5. to send (e.g. letter)$6. to produce (a sound); to start (fire)$7. to serve (food)$8. ... out (e.g. to jump out, to carry out)$9. to begin ...; to start to ...; to burst into ...$"
346,一般,いっぱん,1. general; universal$2. ordinary; average; common; non-celebrity$3. the same; no different; (just) as if$
347,変更,へんこう,1. change; modification; alteration; revision; amendment$
348,本,ほん,"1. book; volume; script$2. this; present$3. main; head$4. real; regular$5. counter for long cylindrical things; counter for films, TV shows, etc.; counter for goals, home runs, etc.; counter for telephone calls$"
349,本,ほん,1. Hon$
350,中央,ちゅうおう,1. centre; center; middle; heart$2. metropolis; capital city; central government$3. Chuuou$
351,関する,かんする,1. to concern; to be related$
352,出る,でる,"1. to leave; to exit; to go out; to come out; to get out$2. to leave (on a journey); to depart; to start out; to set out$3. to move forward$4. to come to; to get to; to lead to; to reach$5. to appear; to come out; to emerge; to surface; to come forth; to turn up; to be found; to be detected; to be discovered; to be exposed; to show; to be exhibited; to be on display$6. to appear (in print); to be published; to be announced; to be issued; to be listed; to come out$7. to attend; to participate; to take part; to enter (an event); to play in; to perform$8. to be stated; to be expressed; to come up; to be brought up; to be raised$9. to sell$10. to exceed; to go over$11. to stick out; to protrude$12. to break out; to occur; to start; to originate$13. to be produced$14. to come from; to be derived from$15. to be given; to get; to receive; to be offered; to be provided; to be presented; to be submitted; to be handed in; to be turned in; to be paid$16. to answer (phone, door, etc.); to get$17. to assume (an attitude); to act; to behave$18. to pick up (speed, etc.); to gain$19. to flow (e.g. tears); to run; to bleed$20. to graduate$"
353,出演,しゅつえん,"1. performance; appearance (in a stage, film, TV show, etc.)$"
354,作る,つくる,"1. to make; to produce; to manufacture; to build; to construct$2. to prepare (food); to brew (alcohol)$3. to raise; to grow; to cultivate; to train$4. to till$5. to draw up (a document); to make out; to prepare; to write$6. to create (an artistic work, etc.); to compose$7. to coin (a phrase); to organize; to organise; to establish; to found$8. to have (a child)$9. to make up (one's face, etc.)$10. to fabricate (an excuse, etc.)$11. to give a (false) appearance; to feign (a smile, etc.); to put on a show of emotion$12. to form (a line, etc.)$13. to set (a record)$14. to commit (a sin, etc.)$"
355,基,き,"1. group$2. (free) radical$3. counter for installed or mounted objects (e.g. stone lanterns, gravestones, satellites)$4. Functional group$"
356,基,もとい,1. basis; foundation$2. cause$
357,基,もと,1. Moto$
358,事業,じぎょう,1. project; enterprise; business; industry; operations; venture; service$2. act; deed; conduct$
359,委員,いいん,1. committee member$
360,バス,バス,1. bus$2. bath$3. bass$4. Bath (Britain); Basse; Buss$
361,市,いち,1. market; fair$2. Cities of Japan$
362,市,し,1. city$
363,以下,いか,1. not exceeding; and downward; ... and below$2. below (e.g. standard); under (e.g. a level)$3. the below-mentioned; the following; the rest$
364,社会,しゃかい,1. society; public; community; the world$2. social studies$3. Society$
365,教育,きょういく,1. education; schooling; training; instruction; teaching; upbringing$2. culture; cultivation; education$3. Education$
366,事件,じけん,1. event; affair; incident; case; plot; trouble; scandal$
367,特に,とくに,1. particularly; especially; in particular; expressly$
368,卒業,そつぎょう,"1. graduation; completion (e.g. of a course)$2. moving on (from); outgrowing something; leaving (a group, company, etc.); quitting$3. Graduation$"
369,役,えき,1. war; campaign; battle$2. unpaid work (ritsuryo system); forced labor$
370,役,やく,"1. role; assignment; responsibility; duty; function; job; service$2. position (of responsibility); post; office$3. part (in a play, film, etc.); role; character$4. scoring combination (in mahjong, card games, etc.); meld; hand$"
371,当初,とうしょ,1. beginning; start; outset$2. at first; at the beginning; initially; originally$
372,結果,けっか,1. result; consequence; outcome; effect$2. coming to fruition; bearing fruit$3. Corollary$
